TreeID,TreeName,ID,Name,X,Y,Max,Req,ReqLv,Icon
blade,Blade Skills,swift_attack,Swift Attack,460,620,10,,0,sk_swift_attack.png
blade,Blade Skills,berserk,Berserk,580,490,10,warcry,5,sk_berserk.png
shot,Shot Skills,gladiate,Gladiate,700,490,10,berserk,5,sk_gladiate.png
shot,Shot Skills,power_shot,Power Shot,100,250,10,,0,sk_power_shot.png
shot,Shot Skills,bulleyes,Bulleyes,220,250,10,power_shot,5,sk_bulleyes.png
shot,Shot Skills,rain_arrow,Arrow Rain,340,250,10,bulleyes,5,sk_rain_arrow.png
shot,Shot Skills,cross_fire,Cross Fire,580,250,10,rain_arrow,5,sk_cross_fire.png
shot,Shot Skills,twin_storm,Twin Storm,700,180,10,cross_fire,5,sk_twin_storm.png
shot,Shot Skills,quick_loader,Quick Loader,820,250,10,cross_fire,5,sk_quick_loader.png
shot,Shot Skills,retrograde_shot,Retrograde Shot,700,320,10,cross_fire,5,sk_retrograde_shot.png
shot,Shot Skills,snipe,Snipe,460,110,10,bulleyes,5,sk_snipe.png
shot,Shot Skills,piercing_shot,Piercing Shot,700,40,10,snipe,5,sk_piercing_shot.png
shot,Shot Skills,vanquisher,Vanquisher,820,110,10,snipe,5,sk_vanquisher.png
shot,Shot Skills,moeba_shot,Moeba Shot,220,390,10,power_shot,5,sk_moeba_shot.png
shot,Shot Skills,paralysis_shot,Paralysis Shot,340,390,10,moeba_shot,5,sk_paralysis_shot.png
shot,Shot Skills,smoke_dust,Smoke Dust,460,390,10,paralysis_shot,5,sk_smoke_dust.png
shot,Shot Skills,arm_break,Arm Break,580,390,10,smoke_dust,5,sk_arm_break.png
shot,Shot Skills,parabola_cannon,Parabola Cannon,820,390,10,arm_break,5,sk_parabola_cannon.png
shot,Shot Skills,spread_shot,Spread Shot,700,460,10,arm_break,5,sk_spread_shot.png
shot,Shot Skills,shot_mastery,Shot Mastery,100,530,10,,0,sk_shot_mastery.png
shot,Shot Skills,long_range,Long Range,340,530,10,shot_mastery,5,sk_long_range.png
shot,Shot Skills,quick_draw,Quick Draw,460,530,10,long_range,5,sk_quick_draw.png
shot,Shot Skills,decoy_shot,Decoy Shot,580,530,10,quick_draw,5,sk_decoy_shot.png
shot,Shot Skills,element_starter,Element Starter,820,530,10,decoy_shot,5,sk_element_starter.png
shot,Shot Skills,samurai_archery,Samurai Archery,700,600,10,shot_mastery,5,sk_samurai_archery.png
shot,Shot Skills,sneak_attack,Sneak Attack,340,670,10,shot_mastery,5,sk_sneak_attack.png
shot,Shot Skills,hunting_buddy,Hunting Buddy,580,670,10,sneak_attack,5,sk_hunting_buddy.png
magic,Magic Skills,fatal_shot,Fatal Shot,460,740,10,,0,sk_fatal_shot.png
magic,Magic Skills,magic_arrow,Magic: Arrow,100,110,10,,0,sk_magic_arrow.png
magic,Magic Skills,magic_javelin,Magic: Javelin,220,40,10,magic_arrow,5,sk_magic_javelin.png
magic,Magic Skills,magic_lance,Magic: Lance,340,40,10,magic_javelin,5,sk_magic_lance.png
magic,Magic Skills,magic_impact,Magic: Impact,460,40,10,magic_lance,5,sk_magic_impact.png
magic,Magic Skills,magic_finale,Magic: Finale,580,40,10,magic_impact,5,sk_magic_finale.png
magic,Magic Skills,chronos_shift,Chronos Shift,700,40,10,magic_finale,5,sk_chronos_shift.png
magic,Magic Skills,magic_laser,Magic: Laser,820,110,10,magic_finale,5,sk_magic_laser.png
magic,Magic Skills,magic_wall,Magic: Wall,220,180,10,magic_arrow,5,sk_magic_wall.png
magic,Magic Skills,magic_blast,Magic: Blast,340,180,10,magic_wall,5,sk_magic_blast.png
magic,Magic Skills,magic_storm,Magic: Storm,460,180,10,magic_blast,5,sk_magic_storm.png
magic,Magic Skills,magic_burst,Magic: Burst,580,180,10,magic_storm,5,sk_magic_burst.png
magic,Magic Skills,magic_cannon,Magic Cannon,700,180,10,magic_burst,5,sk_magic_cannon.png
magic,Magic Skills,magic_crash,Magic: Crash,820,250,10,magic_storm,5,sk_magic_crash.png
magic,Magic Skills,magic_mastery,Magic Mastery,100,320,10,,0,sk_magic_mastery.png
magic,Magic Skills,magic_knife,Magic Knife,340,320,10,magic_mastery,5,sk_magic_knife.png
magic,Magic Skills,qadal,Qadal,460,320,10,magic_knife,5,sk_qadal.png
magic,Magic Skills,spell_calibration,Spell Calibration,580,320,10,qadal,5,sk_spell_calibration.png
magic,Magic Skills,mp_charge,MP Charge,100,460,10,,0,sk_mp_charge.png
magic,Magic Skills,chain_cast,Chain Cast,340,460,10,mp_charge,5,sk_chain_cast.png
magic,Magic Skills,power_wave,Power Wave,460,460,10,chain_cast,5,sk_power_wave.png
magic,Magic Skills,maximizer,Maximizer,580,460,10,power_wave,5,sk_maximizer.png
magic,Magic Skills,rapid_charge,Rapid Charge,700,460,10,maximizer,5,sk_rapid_charge.png
magic,Magic Skills,enchanted_barrier,Enchanted Barrier,700,600,10,maximizer,5,sk_enchanted_barrier.png
halberd,Halberd Skills,magic_guardian_beam,Magic: Guardian Beam,460,600,10,,0,sk_magic_guardian_beam.png
halberd,Halberd Skills,flash_stab,Flash Stab,100,110,10,,0,sk_flash_stab.png
halberd,Halberd Skills,cannon_spear,Cannon Spear,220,110,10,flash_stab,5,sk_cannon_spear.png
halberd,Halberd Skills,dragon_tail,Dragon Tail,340,110,10,cannon_spear,5,sk_dragon_tail.png
halberd,Halberd Skills,dive_impact,Dive Impact,460,110,10,dragon_tail,5,sk_dive_impact.png
halberd,Halberd Skills,dragon_tooth,Dragon Tooth,580,40,10,dragon_tail,5,sk_dragon_tooth.png
halberd,Halberd Skills,draconic_charge,Draconic Charge,700,40,10,dragon_tooth,5,sk_draconic_charge.png
halberd,Halberd Skills,deadly_spear,Deadly Spear,220,250,10,flash_stab,5,sk_deadly_spear.png
halberd,Halberd Skills,strike_stab,Strike Stab,460,250,10,deadly_spear,5,sk_strike_stab.png
halberd,Halberd Skills,chronos_drive,Chronos Drive,580,250,10,strike_stab,5,sk_chronos_drive.png
halberd,Halberd Skills,infinite_dimemsion,Infinite Dimension,700,250,10,chronos_drive,5,sk_infinite_dimemsion.png
halberd,Halberd Skills,punish_ray,Punish Ray,340,390,10,deadly_spear,5,sk_punish_ray.png
halberd,Halberd Skills,blitz_spike,Blitz Spike,460,390,10,punish_ray,5,sk_blitz_spike.png
halberd,Halberd Skills,lightning_hail,Lightning Hail,580,390,10,blitz_spike,5,sk_lightning_hail.png
halberd,Halberd Skills,thors_hammer,Thor's Hammer,700,390,10,lightning_hail,5,sk_thors_hammer.png
halberd,Halberd Skills,halberd_mastery,Halberd Mastery,100,530,10,,0,sk_halberd_mastery.png
halberd,Halberd Skills,critical_spear,Critical Spear,460,530,10,halberd_mastery,5,sk_critical_spear.png
halberd,Halberd Skills,tornado_lance,Tornado Lance,700,530,10,critical_spear,5,sk_tornado_lance.png
halberd,Halberd Skills,quick_aura,Quick Aura,100,670,10,,0,sk_quick_aura.png
halberd,Halberd Skills,war_cry_of_struggle,War Cry of Struggle,340,670,10,quick_aura,5,sk_war_cry_of_struggle.png
halberd,Halberd Skills,god_speed_wield,Godspeed Wield,580,670,10,war_cry_of_struggle,5,sk_god_speed_wield.png
halberd,Halberd Skills,almighty_wield,Almighty Wield,700,670,10,god_speed_wield,5,sk_almighty_wield.png
mononofu,Mononofu Skills,buster_lance,Buster Lance,460,740,10,,0,sk_buster_lance.png
mononofu,Mononofu Skills,issen,Issen,100,40,10,,0,sk_issen.png
mononofu,Mononofu Skills,pulse_blade,Pulse Blade,220,40,10,issen,5,sk_pulse_blade.png
mononofu,Mononofu Skills,triple_thrust,Triple Thrust,340,40,10,pulse_blade,5,sk_triple_thrust.png
mononofu,Mononofu Skills,hasso_happa,Hasso Happa,460,40,10,triple_thrust,5,sk_hasso_happa.png
mononofu,Mononofu Skills,tenryu_ransei,Tenryu Ransei,580,40,10,hasso_happa,5,sk_tenryu_ransei.png
mononofu,Mononofu Skills,kasumisetsu_getsuka,Kasumisetsu Getsuka,700,40,10,tenryu_ransei,5,sk_kasumisetsu_getsuka.png
mononofu,Mononofu Skills,garyou_tensei,Garyou Tensei,580,180,10,hasso_happa,5,sk_garyou_tensei.png
mononofu,Mononofu Skills,shadowless_slash,Shadowless Slash,700,180,10,garyou_tensei,5,sk_shadowless_slash.png
mononofu,Mononofu Skills,pommel_strike,Pommel Strike,100,180,10,,0,sk_pommel_strike.png
mononofu,Mononofu Skills,magadachi,Magadachi,340,180,10,pommel_strike,5,sk_magadachi.png
mononofu,Mononofu Skills,zantei_settetsu,Zantei Settetsu,460,180,10,magadachi,5,sk_zantei_settetsu.png
mononofu,Mononofu Skills,bushido,Bushido,100,320,10,,0,sk_bushido.png
mononofu,Mononofu Skills,shukuchi,Shukuchi,460,320,10,bushido,5,sk_shukuchi.png
mononofu,Mononofu Skills,nukiuchi_sennosen,Nukiuchi Sennosen,700,320,10,shukuchi,5,sk_nukiuchi_sennosen.png
mononofu,Mononofu Skills,two_handed,Two-Handed,220,460,10,bushido,5,sk_two_handed.png
mononofu,Mononofu Skills,meikyo_shisui,Meikyo Shisui,340,460,10,two_handed,5,sk_meikyo_shisui.png
mononofu,Mononofu Skills,kairiki,Kairiki Ranshin,580,460,10,meikyo_shisui,5,sk_kairiki.png
mononofu,Mononofu Skills,dauntless,Dauntless,700,460,10,kairiki,5,sk_dauntless.png
mononofu,Mononofu Skills,auspicious_wind,Auspicious Wind,340,600,10,meikyo_shisui,5,sk_auspicious_wind.png
mononofu,Mononofu Skills,gust,Gust,460,600,10,auspicious_wind,5,sk_gust.png
mononofu,Mononofu Skills,zephyr_rush,Zephyr Rush,580,600,10,gust,5,sk_zephyr_rush.png
mononofu,Mononofu Skills,super_gust,Super Gust,700,600,10,zephyr_rush,5,sk_super_gust.png
dual,Dual Sword Skills,bounching_blade,Bounching Blade,460,720,10,,0,sk_bounching_blade.png
dual,Dual Sword Skills,dual_sword_mastery,Dual Sword Mastery,100,110,10,,0,sk_dual_sword_mastery.png
dual,Dual Sword Skills,twin_slash,Twin Slash,220,110,10,dual_sword_mastery,5,sk_twin_slash.png
dual,Dual Sword Skills,spinning_slash,Spinning Slash,340,110,10,twin_slash,5,sk_spinning_slash.png
dual,Dual Sword Skills,phantom_slash,Phantom Slash,460,110,10,spinning_slash,5,sk_phantom_slash.png
dual,Dual Sword Skills,aerial_cut,Aerial Cut,700,40,10,spinning_slash,5,sk_aerial_cut.png
dual,Dual Sword Skills,cross_parry,Cross Parry,220,250,10,dual_sword_mastery,5,sk_cross_parry.png
dual,Dual Sword Skills,charging_slash,Charging Slash,340,250,10,cross_parry,5,sk_charging_slash.png
dual,Dual Sword Skills,shadowstep,Shadowstep,460,250,10,charging_slash,5,sk_shadowstep.png
dual,Dual Sword Skills,shining_cross,Shining Cross,580,250,10,shadowstep,5,sk_shining_cross.png
dual,Dual Sword Skills,lunar_misfortune,Lunar Misfortune,700,180,10,shining_cross,5,sk_lunar_misfortune.png
dual,Dual Sword Skills,twin_buster_blade,Twin Buster Blade,700,320,10,shining_cross,5,sk_twin_buster_blade.png
dual,Dual Sword Skills,reflex,Reflex,220,390,10,dual_sword_mastery,5,sk_reflex.png
dual,Dual Sword Skills,flash_blast,Flash Blast,460,390,10,reflex,5,sk_flash_blast.png
dual,Dual Sword Skills,storm_reaper,Storm Reaper,580,390,10,flash_blast,5,sk_storm_reaper.png
dual,Dual Sword Skills,dual_sword_control,Dual Sword Control,220,530,10,dual_sword_mastery,5,sk_dual_sword_control.png
dual,Dual Sword Skills,godspeed,Godspeed,340,530,10,dual_sword_control,5,sk_godspeed.png
dual,Dual Sword Skills,saber_aura,Saber Aura,580,530,10,godspeed,5,sk_saber_aura.png
dual,Dual Sword Skills,crescent_saber,Crescent Saber,700,530,10,saber_aura,5,sk_crescent_saber.png
dual,Dual Sword Skills,aerial_slay,Aerial Slay,580,670,10,godspeed,5,sk_aerial_slay.png
dual,Dual Sword Skills,horizon_cut,Horizon Cut,700,670,10,aerial_slay,5,sk_horizon_cut.png
martial,Martial Skills,sting_blade,Sting Blade,820,600,10,aerial_slay,5,sk_sting_blade.png
martial,Martial Skills,smash,Smash,100,180,10,,0,sk_smash.png
martial,Martial Skills,bash,Bash,220,110,10,smash,5,sk_bash.png
martial,Martial Skills,shellbreak,Shell Break,340,110,10,bash,5,sk_shellbreak.png
martial,Martial Skills,heavy_smash,Heavy Smash,460,110,10,shellbreak,5,sk_heavy_smash.png
martial,Martial Skills,chariot,Chariot,580,110,10,heavy_smash,5,sk_chariot.png
martial,Martial Skills,abstract_arms,Abstract Arms,700,110,10,chariot,5,sk_abstract_arms.png
martial,Martial Skills,mountain_press,Mountain Press,820,40,10,chariot,5,sk_mountain_press.png
martial,Martial Skills,sonic_wave,Sonic Wave,220,250,10,smash,5,sk_sonic_wave.png
martial,Martial Skills,earthbind,Earthbind,340,250,10,sonic_wave,5,sk_earthbind.png
martial,Martial Skills,triple_kick,Triple Kick,460,250,10,earthbind,5,sk_triple_kick.png
martial,Martial Skills,rush,Rush,580,250,10,triple_kick,5,sk_rush.png
martial,Martial Skills,asura_aura,Asura Aura,700,250,10,rush,5,sk_asura_aura.png
martial,Martial Skills,seismic_stomp,Seismic Stomp,820,180,10,earthbind,5,sk_seismic_stomp.png
martial,Martial Skills,spin_sweep,Spin Sweep,820,320,10,rush,5,sk_spin_sweep.png
martial,Martial Skills,flash_blink,Flash Blink,700,400,10,triple_kick,5,sk_flash_blink.png
martial,Martial Skills,martial_mastery,Martial Mastery,100,470,10,,0,sk_martial_mastery.png
martial,Martial Skills,martial_discipline,Martial Discipline,460,470,10,martial_mastery,5,sk_martial_discipline.png
martial,Martial Skills,chakra,Chakra,580,470,10,martial_discipline,5,sk_chakra.png
martial,Martial Skills,energy_control,Energy Control,820,470,10,chakra,5,sk_energy_control.png
martial,Martial Skills,aggravate,Aggravate,100,610,10,,0,sk_aggravate.png
martial,Martial Skills,strong_chase_attack,Strong Chase Attack,340,610,10,aggravate,5,sk_strong_chase_attack.png
crusher,Crusher Skills,slide,Slide,460,680,10,,0,sk_slide.png
crusher,Crusher Skills,foreseen_punch,Foreseen Punch,100,40,10,,0,sk_foreseen_punch.png
crusher,Crusher Skills,goliath_punch,Goliath Punch,220,40,10,foreseen_punch,5,sk_goliath_punch.png
crusher,Crusher Skills,god_hand,God Hand,340,40,10,goliath_punch,5,sk_god_hand.png
crusher,Crusher Skills,divine_rigid_body,Divine Rigid Body,460,40,10,god_hand,5,sk_divine_rigid_body.png
crusher,Crusher Skills,breathwork,Breathwork,100,180,10,,0,sk_breathwork.png
crusher,Crusher Skills,floating_kick,Floating Kick,220,180,10,breathwork,5,sk_floating_kick.png
crusher,Crusher Skills,geyser_kick,Geyser Kick,460,180,10,floating_kick,5,sk_geyser_kick.png
crusher,Crusher Skills,combination,Combination,220,320,10,breathwork,5,sk_combination.png
crusher,Crusher Skills,annihilator,Annihilator,340,320,10,combination,5,sk_annihilator.png
sprite,Sprite Skills,terrablast,Terrablast,460,320,10,annihilator,5,sk_terrablast.png
sprite,Sprite Skills,auto_device,Auto-Device,100,250,10,,0,sk_auto_device.png
sprite,Sprite Skills,express_aid,Express Aid,220,180,10,auto_device,5,sk_express_aid.png
sprite,Sprite Skills,micro_heal,Micro Heal,340,110,10,express_aid,5,sk_micro_heal.png
sprite,Sprite Skills,resurrection,Resurrection,460,40,10,micro_heal,5,sk_resurrection.png
sprite,Sprite Skills,enhance,Enhance,340,250,10,express_aid,5,sk_enhance.png
sprite,Sprite Skills,stabiliz,Stabiliz,460,180,10,enhance,5,sk_stabiliz.png
sprite,Sprite Skills,sprite_upgrade,Sprite Upgrade,580,180,10,stabiliz,5,sk_sprite_upgrade.png
sprite,Sprite Skills,sprite_shield,Sprite Shield,460,320,10,enhance,5,sk_sprite_shield.png
sprite,Sprite Skills,counterforce,Counterforce,220,320,10,auto_device,5,sk_counterforce.png
sprite,Sprite Skills,astral_lance,Astral Lance,340,390,10,counterforce,5,sk_astral_lance.png
sprite,Sprite Skills,magic_vulkan,Magic Vulcan,460,460,10,astral_lance,5,sk_magic_vulkan.png
sprite,Sprite Skills,cursed_altar,Cursed Altar,580,460,10,magic_vulkan,5,sk_cursed_altar.png
sprite,Sprite Skills,ignition,Ignition,100,600,10,,0,sk_ignition.png
sprite,Sprite Skills,terrawrym,Terrawrym,220,600,10,ignition,5,sk_terrawrym.png
sprite,Sprite Skills,faux_weapon,Faux Weapon,340,600,10,terrawrym,5,sk_faux_weapon.png
sprite,Sprite Skills,slash_reaper,Slash Reaper,460,600,10,faux_weapon,5,sk_slash_reaper.png
barehand,Barehand Skills,lebenglanz,Lebenglanz,580,600,10,slash_reaper,5,sk_lebenglanz.png
barehand,Barehand Skills,unarmed_mastery,Unarmed Mastery,40,40,10,,0,sk_unarmed_mastery.png
barehand,Barehand Skills,qi_charge,Qi Charge,100,180,10,,0,sk_qi_charge.png
barehand,Barehand Skills,lion_rage,Lion Rage,220,40,10,qi_charge,5,sk_lion_rage.png
barehand,Barehand Skills,ultima_lion_rage,Ultima Lion Rage,340,40,10,lion_rage,5,sk_ultima_lion_rage.png
barehand,Barehand Skills,earthshaker,Earthshaker,460,110,10,,0,sk_earthshaker.png
barehand,Barehand Skills,raving_storm,Raving Storm,220,180,10,qi_charge,5,sk_raving_storm.png
barehand,Barehand Skills,ultima_raving_storm,Ultima Raving Storm,340,180,10,raving_storm,5,sk_ultima_raving_storm.png
barehand,Barehand Skills,internal_elixir,Internal Elixir,220,320,10,qi_charge,5,sk_internal_elixir.png
barehand,Barehand Skills,clash_of_enmity,Clash of Enmity,340,320,10,internal_elixir,5,sk_clash_of_enmity.png
barehand,Barehand Skills,miracle_comeback,Miracle Comeback,460,320,10,clash_of_enmity,5,sk_miracle_comeback.png
barehand,Barehand Skills,ultima_qi_charge,Ultima Qi Charge,340,460,10,qi_charge,5,sk_ultima_qi_charge.png
shield,Shield Skills,hidden_talent,Hidden Talent,460,460,10,ultima_qi_charge,5,sk_hidden_talent.png
shield,Shield Skills,shield_mastery,Shield Mastery,100,180,10,,0,sk_shield_mastery.png
shield,Shield Skills,shield_bash,Shield Bash,220,40,10,shield_mastery,5,sk_shield_bash.png
shield,Shield Skills,shield_cannon,Shield Cannon,340,40,10,shield_bash,5,sk_shield_cannon.png
shield,Shield Skills,guard_strike,Guard Strike,460,40,10,shield_cannon,5,sk_guard_strike.png
shield,Shield Skills,force_shield,Force Shield,220,180,10,shield_mastery,5,sk_force_shield.png
shield,Shield Skills,magical_shield,Magical Shield,340,180,10,force_shield,5,sk_magical_shield.png
shield,Shield Skills,shield_uppercut,Shield Uppercut,220,320,10,shield_mastery,5,sk_shield_uppercut.png
shield,Shield Skills,dual_shields,Dual Shields,340,320,10,shield_uppercut,5,sk_dual_shields.png
shield,Shield Skills,shield_repair,Shield Repair,460,320,10,dual_shields,5,sk_shield_repair.png
shield,Shield Skills,belagerung,Belagerung,580,320,10,shield_repair,5,sk_belagerung.png
shield,Shield Skills,protection,Protection,100,460,10,,0,sk_protection.png
shield,Shield Skills,aegis,Aegis,220,460,10,protection,5,sk_aegis.png
dagger,Dagger Skills,guardian,Guardian,460,460,10,aegis,5,sk_guardian.png
dagger,Dagger Skills,throwing_knife,Throwing Knife,100,110,10,,0,sk_throwing_knife.png
dagger,Dagger Skills,spike_dart,Spike Dart,220,40,10,throwing_knife,5,sk_spike_dart.png
dagger,Dagger Skills,gatling_knife,Gatling Knife,340,40,10,spike_dart,5,sk_gatling_knife.png
dagger,Dagger Skills,amazing_throw,Amazing Throw,460,40,10,gatling_knife,5,sk_amazing_throw.png
dagger,Dagger Skills,poison_dagger,Poison Dagger,220,180,10,throwing_knife,5,sk_poison_dagger.png
dagger,Dagger Skills,double_stab,Double Stab,340,180,10,poison_dagger,5,sk_double_stab.png
dagger,Dagger Skills,hidden_arm,Hidden Arm,100,320,10,,0,sk_hidden_arm.png
dagger,Dagger Skills,intensive_knife,Intensive Knife,220,320,10,hidden_arm,5,sk_intensive_knife.png
dagger,Dagger Skills,mail_breaker,Mail Breaker,460,320,10,intensive_knife,5,sk_mail_breaker.png
dagger,Dagger Skills,knife_combat,Knife Combat,340,460,10,intensive_knife,5,sk_knife_combat.png
knight,Knight Skills,flincher_knife,Flincher Knife,460,460,10,knife_combat,5,sk_flincher_knife.png
knight,Knight Skills,assault_attack,Assault Attack,100,40,10,,0,sk_assault_attack.png
knight,Knight Skills,parry,Parry,220,40,10,assault_attack,5,sk_parry.png
knight,Knight Skills,perfect_defense,P. Defense,340,40,10,parry,5,sk_perfect_defense.png
knight,Knight Skills,fareth,Fareth,460,40,10,perfect_defense,5,sk_fareth.png
knight,Knight Skills,aftershield,Aftershield,580,40,10,fareth,5,sk_aftershield.png
knight,Knight Skills,provoke,Provoke,100,180,10,,0,sk_provoke.png
knight,Knight Skills,rage_sword,Rage Sword,220,180,10,provoke,5,sk_rage_sword.png
knight,Knight Skills,binding_strike,Binding Strike,340,180,10,rage_sword,5,sk_binding_strike.png
knight,Knight Skills,knight_will,Knight Will,460,180,10,binding_strike,5,sk_knight_will.png
knight,Knight Skills,blink_sword,Blink Sword,580,180,10,knight_will,5,sk_blink_sword.png
knight,Knight Skills,sonic_thrust,Sonic Thrust,220,320,10,rage_sword,5,sk_sonic_thrust.png
knight,Knight Skills,revenir,Revenir,360,320,10,sonic_thrust,5,sk_revenir.png
knight,Knight Skills,knight_stance,Knight's Stance,100,390,10,,0,sk_knight_stance.png
knight,Knight Skills,knight_remedy,Knight's Remedy,460,390,10,knight_stance,5,sk_knight_remedy.png
hunter,Hunter Skills,knight_pledge,Knight Pledge,580,390,10,knight_remedy,5,sk_knight_pledge.png
hunter,Hunter Skills,kick,Kick,100,40,10,,0,sk_kick.png
hunter,Hunter Skills,sunrise_arrow,Sunrise Arrow,220,40,10,kick,5,sk_sunrise_arrow.png
hunter,Hunter Skills,marrow,Magic Arrow,340,40,10,sunrise_arrow,5,sk_marrow.png
hunter,Hunter Skills,satellite_arrow,Satellite Arrow,460,40,10,marrow,5,sk_satellite_arrow.png
hunter,Hunter Skills,focus,Focus,580,40,10,satellite_arrow,5,sk_focus.png
hunter,Hunter Skills,sleep_trap,Sleep Trap,100,180,10,,0,sk_sleep_trap.png
hunter,Hunter Skills,bear_trap,Bear Trap,220,180,10,sleep_trap,5,sk_bear_trap.png
hunter,Hunter Skills,land_mine,Land Mine,340,180,10,bear_trap,5,sk_land_mine.png
hunter,Hunter Skills,dark_trap,Dark Trap,460,180,10,land_mine,5,sk_dark_trap.png
hunter,Hunter Skills,camouflage,Camouflage,580,180,10,dark_trap,5,sk_camouflage.png
hunter,Hunter Skills,homing_shot,Homing Shot,100,390,10,,0,sk_homing_shot.png
hunter,Hunter Skills,detection,Detection,220,390,10,homing_shot,5,sk_detection.png
hunter,Hunter Skills,cyclon_arrow,Cyclone Arrow,340,320,10,detection,5,sk_cyclon_arrow.png
hunter,Hunter Skills,vertical_air,Vertical Air,460,320,10,cyclon_arrow,5,sk_vertical_air.png
hunter,Hunter Skills,hunter_bowgun,Hunter Bowgun,340,460,10,detection,5,sk_hunter_bowgun.png
hunter,Hunter Skills,multiple_hunt,Multiple Hunt,460,460,10,hunter_bowgun,5,sk_multiple_hunt.png
priest,Priest Skills,hunter_knowledge,Hunter Knowledge,580,460,10,multiple_hunt,5,sk_hunter_knowledge.png
priest,Priest Skills,bless,Bless,100,40,10,,0,sk_bless.png
priest,Priest Skills,gloria,Gloria,220,40,10,bless,5,sk_gloria.png
priest,Priest Skills,enhanced_bless,Enhanced Bless,340,40,10,gloria,5,sk_enhanced_bless.png
priest,Priest Skills,royal_heal,Royal Heal,460,40,10,enhanced_bless,5,sk_royal_heal.png
priest,Priest Skills,sacred_teaching,Sacred Teaching,580,40,10,royal_heal,5,sk_sacred_teaching.png
priest,Priest Skills,holy_fist,Holy Fist,100,180,10,,0,sk_holy_fist.png
priest,Priest Skills,holy_light,Holy Light,220,180,10,holy_fist,5,sk_holy_light.png
priest,Priest Skills,ether_barrier,Ether Barrier,340,180,10,holy_light,5,sk_ether_barrier.png
priest,Priest Skills,prayer,Prayer,460,180,10,ether_barrier,5,sk_prayer.png
priest,Priest Skills,aspis_soul,Aspis Soul,580,180,10,prayer,5,sk_aspis_soul.png
priest,Priest Skills,staff_thrust,Staff Thrust,100,320,10,,0,sk_staff_thrust.png
priest,Priest Skills,exorcism,Exorcism,220,320,10,holy_light,5,sk_exorcism.png
priest,Priest Skills,holy_book,Holy Book,340,320,10,exorcism,5,sk_holy_book.png
priest,Priest Skills,nemesis,Nemesis,460,320,10,holy_book,5,sk_nemesis.png
assassin,Assassin Skills,holy_grace,Holy Grace,580,320,10,nemesis,5,sk_holy_grace.png
assassin,Assassin Skills,assassin_stab,Assassin Stab,100,180,10,,0,sk_assassin_stab.png
assassin,Assassin Skills,backstep,Backstep,220,180,10,assassin_stab,5,sk_backstep.png
assassin,Assassin Skills,arcane_strike,Arcane Strike,340,180,10,backstep,5,sk_arcane_strike.png
assassin,Assassin Skills,sicarius,Sicarius,460,40,10,backstep,5,sk_sicarius.png
assassin,Assassin Skills,secret_assassin,Secret Assassin,580,180,10,arcane_strike,5,sk_secret_assassin.png
assassin,Assassin Skills,evasion,Evasion,100,320,10,,0,sk_evasion.png
assassin,Assassin Skills,serum,Serum,220,320,10,evasion,5,sk_serum.png
assassin,Assassin Skills,foresight,Foresight,340,320,10,serum,5,sk_foresight.png
assassin,Assassin Skills,shadow_walk,Shadow Walk,460,320,10,foresight,5,sk_shadow_walk.png
assassin,Assassin Skills,assault_chase,Assault Chase,580,320,10,shadow_walk,5,sk_assault_chase.png
